0,0.731842,1.0970799
1,0.83975035,0.69092196
2,0.6188646,1.9911156
3,0.0029589199,4.5444293
4,0.22776492,5.3840747
5,0.75598204,1.9484364
6,0.73994875,2.6225636
7,0.8338798,6.5131855
8,0.6081577,9.424916
9,0.5313144,2.7215097
10,0.38050807,2.5302503
11,0.9832036,4.2083735
12,0.099007785,7.3174005
13,0.90785867,8.457094
14,0.30516392,8.7197
15,0.8870568,0.55282605
16,0.6865439,8.801747
17,0.38668606,4.0073357
18,0.4436623,4.4520288
19,0.72999364,6.2758965
20,0.2725977,1.4833356
21,0.13422231,7.929207
22,0.8896837,9.053071
23,0.4405936,0.7365049
24,0.104659244,5.02524
25,0.11419853,3.9202502
26,0.2503348,4.775303
27,0.5878009,7.8494487
28,0.6687338,3.5869708
29,0.9933397,9.720417
30,0.17953266,5.075875
31,0.8547866,1.79602
32,0.6893186,3.8749692
33,0.59687936,1.3729047
34,0.87854344,1.6016772
35,0.53672755,7.2962685
36,0.6527745,3.2286267
37,0.8509867,2.2882586
38,0.96508056,5.0478153
39,0.6202748,7.757852
40,0.64647394,3.9107485
41,0.02246574,2.7604501
42,0.2795724,3.1913948
43,0.21425606,4.6661644
44,0.27328864,2.6612022
45,0.0841938,8.949022
46,0.83385795,3.6120021
47,0.62186235,8.66163
48,0.3457087,6.951558
49,0.59054106,1.2014167
50,0.23207591,3.6723614
51,0.63924205,7.424681
52,0.81286174,6.03006
53,0.5249085,3.5206206
54,0.082352504,0.8138564
55,0.032655276,4.1611094
56,0.2390963,1.8705169
57,0.3954668,9.586264
58,0.6429853,2.157659
59,0.8742476,3.3453407
60,0.06404861,9.769372
61,0.8807897,0.8708478
62,0.26900807,8.7474785
63,0.6460298,7.6271653
64,0.01896937,0.046142764
65,0.38480562,4.500361
66,0.27526867,2.434251
67,0.7516583,3.578832
68,0.3832365,4.348729
69,0.7913373,8.854424
